pct,month_date,shooting_incidents,shots_fired_incidents,gun_violence_count
33,2024-02-01,0,0,0
33,2024-03-01,0,1,1
33,2024-04-01,0,0,0
33,2024-05-01,1,2,3
33,2024-06-01,0,0,0
33,2024-07-01,0,2,2
33,2024-08-01,0,0,0
33,2024-09-01,1,2,3
33,2024-10-01,1,1,2
33,2024-11-01,1,0,1
33,2024-12-01,0,0,0
33,2025-01-01,0,0,0
33,2025-02-01,0,0,0
33,2025-03-01,0,0,0
33,2025-04-01,0,1,1
33,2025-05-01,0,1,1
33,2025-06-01,1,0,1
33,2025-07-01,1,0,1
33,2025-08-01,2,3,5
33,2025-09-01,0,1,1
33,2025-10-01,0,1,1
33,2025-11-01,0,0,0
33,2025-12-01,0,0,0
34,2018-01-01,1,1,2
34,2018-02-01,0,0,0
34,2018-03-01,0,1,1
34,2018-04-01,0,2,2
34,2018-05-01,1,2,3
34,2018-06-01,1,3,4
34,2018-07-01,1,2,3
34,2018-08-01,1,3,4
34,2018-09-01,2,1,3
34,2018-10-01,2,2,4
34,2018-11-01,2,5,7
34,2018-12-01,1,2,3
34,2019-01-01,3,3,6
34,2019-02-01,2,1,3
34,2019-03-01,1,1,2
34,2019-04-01,1,2,3
34,2019-05-01,2,3,5
34,2019-06-01,0,1,1
34,2019-07-01,0,2,2
34,2019-08-01,0,2,2
34,2019-09-01,1,2,3
34,2019-10-01,0,2,2
34,2019-11-01,2,1,3
34,2019-12-01,0,0,0
34,2020-01-01,2,1,3
34,2020-02-01,2,2,4
34,2020-03-01,0,1,1
34,2020-04-01,0,0,0
34,2020-05-01,1,4,5
34,2020-06-01,3,5,8
34,2020-07-01,3,2,5
34,2020-08-01,1,0,1
34,2020-09-01,1,1,2
34,2020-10-01,6,5,11
34,2020-11-01,1,3,4
34,2020-12-01,0,0,0
34,2021-01-01,1,1,2
34,2021-02-01,2,0,2
34,2021-03-01,2,3,5
34,2021-04-01,3,2,5
34,2021-05-01,4,5,9
34,2021-06-01,5,4,9
34,2021-07-01,4,9,13
34,2021-08-01,6,6,12
34,2021-09-01,5,8,13
34,2021-10-01,0,2,2
34,2021-11-01,2,6,8
34,2021-12-01,3,9,12
34,2022-01-01,3,3,6
34,2022-02-01,1,3,4
34,2022-03-01,2,4,6
34,2022-04-01,2,6,8
34,2022-05-01,1,2,3
34,2022-06-01,2,3,5
34,2022-07-01,3,4,7
34,2022-08-01,2,2,4
34,2022-09-01,2,1,3
34,2022-10-01,1,6,7
34,2022-11-01,0,2,2
34,2022-12-01,5,5,10
34,2023-01-01,1,2,3
34,2023-02-01,0,1,1
34,2023-03-01,0,3,3
34,2023-04-01,0,6,6
34,2023-05-01,2,0,2
34,2023-06-01,1,2,3
34,2023-07-01,3,2,5
34,2023-08-01,2,3,5
34,2023-09-01,0,2,2
34,2023-10-01,3,0,3
34,2023-11-01,0,1,1
34,2023-12-01,4,3,7
34,2024-01-01,5,4,9
34,2024-02-01,0,1,1
34,2024-03-01,0,2,2
34,2024-04-01,1,2,3
34,2024-05-01,1,8,9
34,2024-06-01,4,2,6
34,2024-07-01,0,5,5
34,2024-08-01,4,1,5
34,2024-09-01,1,1,2
34,2024-10-01,1,5,6
34,2024-11-01,0,2,2
34,2024-12-01,1,0,1
34,2025-01-01,1,2,3
34,2025-02-01,0,3,3
34,2025-03-01,1,4,5
34,2025-04-01,2,1,3
34,2025-05-01,0,2,2
34,2025-06-01,0,4,4
34,2025-07-01,0,3,3
34,2025-08-01,1,2,3
34,2025-09-01,1,0,1
34,2025-10-01,1,1,2
34,2025-11-01,1,1,2
34,2025-12-01,0,1,1
35,2018-01-01,0,0,0
35,2018-02-01,0,0,0
35,2018-03-01,0,0,0
35,2018-04-01,0,0,0
35,2018-05-01,0,0,0
35,2018-06-01,0,0,0
35,2018-07-01,0,0,0
35,2018-08-01,0,0,0
35,2018-09-01,0,0,0
35,2018-10-01,0,0,0
35,2018-11-01,0,0,0
35,2018-12-01,0,0,0
35,2019-01-01,0,0,0
35,2019-02-01,0,0,0
35,2019-03-01,0,0,0
35,2019-04-01,0,0,0
35,2019-05-01,0,0,0
35,2019-06-01,0,0,0
35,2019-07-01,0,0,0
35,2019-08-01,0,0,0
35,2019-09-01,0,0,0
35,2019-10-01,0,0,0
35,2019-11-01,0,0,0
35,2019-12-01,0,0,0
35,2020-01-01,0,0,0
35,2020-02-01,0,0,0
35,2020-03-01,0,0,0
35,2020-04-01,0,0,0
35,2020-05-01,0,0,0
35,2020-06-01,0,0,0
35,2020-07-01,0,0,0
35,2020-08-01,0,0,0
35,2020-09-01,0,0,0
35,2020-10-01,0,0,0
35,2020-11-01,0,0,0
35,2020-12-01,0,0,0
35,2021-01-01,0,0,0
35,2021-02-01,0,0,0
35,2021-03-01,0,0,0
35,2021-04-01,0,0,0
35,2021-05-01,0,0,0
35,2021-06-01,0,0,0
35,2021-07-01,0,0,0
35,2021-08-01,0,0,0
35,2021-09-01,0,0,0
35,2021-10-01,0,0,0
35,2021-11-01,0,0,0
35,2021-12-01,0,0,0
35,2022-01-01,0,0,0
35,2022-02-01,0,0,0
35,2022-03-01,0,0,0
35,2022-04-01,0,0,0
35,2022-05-01,0,0,0
35,2022-06-01,0,0,0
35,2022-07-01,0,0,0
35,2022-08-01,0,0,0
35,2022-09-01,0,0,0
35,2022-10-01,0,0,0
35,2022-11-01,0,0,0
35,2022-12-01,0,0,0
35,2023-01-01,0,0,0
35,2023-02-01,0,0,0
35,2023-03-01,0,0,0
35,2023-04-01,0,0,0
35,2023-05-01,0,0,0
35,2023-06-01,0,0,0
35,2023-07-01,0,0,0
35,2023-08-01,0,0,0
35,2023-09-01,0,0,0
35,2023-10-01,0,0,0
35,2023-11-01,0,0,0
35,2023-12-01,0,0,0
35,2024-01-01,0,0,0
35,2024-02-01,0,0,0
35,2024-03-01,0,0,0
35,2024-04-01,0,0,0
35,2024-05-01,0,0,0
35,2024-06-01,0,0,0
35,2024-07-01,0,0,0
35,2024-08-01,0,0,0
35,2024-09-01,0,0,0
35,2024-10-01,0,0,0
35,2024-11-01,0,0,0
35,2024-12-01,0,0,0
35,2025-01-01,0,0,0
35,2025-02-01,0,0,0
35,2025-03-01,0,0,0
35,2025-04-01,0,0,0
35,2025-05-01,0,0,0
35,2025-06-01,0,0,0
35,2025-07-01,0,0,0
35,2025-08-01,0,0,0
35,2025-09-01,0,0,0
35,2025-10-01,0,0,0
35,2025-11-01,0,0,0
35,2025-12-01,0,0,0
36,2018-01-01,0,0,0
36,2018-02-01,0,0,0
36,2018-03-01,0,0,0
36,2018-04-01,0,0,0
36,2018-05-01,0,0,0
36,2018-06-01,0,0,0
36,2018-07-01,0,0,0
36,2018-08-01,0,0,0
36,2018-09-01,0,0,0
36,2018-10-01,0,0,0
36,2018-11-01,0,0,0
36,2018-12-01,0,0,0
36,2019-01-01,0,0,0
36,2019-02-01,0,0,0
36,2019-03-01,0,0,0
36,2019-04-01,0,0,0
36,2019-05-01,0,0,0
36,2019-06-01,0,0,0
36,2019-07-01,0,0,0
36,2019-08-01,0,0,0
36,2019-09-01,0,0,0
36,2019-10-01,0,0,0
36,2019-11-01,0,0,0
36,2019-12-01,0,0,0
36,2020-01-01,0,0,0
36,2020-02-01,0,0,0
36,2020-03-01,0,0,0
36,2020-04-01,0,0,0
36,2020-05-01,0,0,0
36,2020-06-01,0,0,0
36,2020-07-01,0,0,0
36,2020-08-01,0,0,0
36,2020-09-01,0,0,0
36,2020-10-01,0,0,0
36,2020-11-01,0,0,0
36,2020-12-01,0,0,0
36,2021-01-01,0,0,0
36,2021-02-01,0,0,0
36,2021-03-01,0,0,0
36,2021-04-01,0,0,0
36,2021-05-01,0,0,0
36,2021-06-01,0,0,0
36,2021-07-01,0,0,0
36,2021-08-01,0,0,0
36,2021-09-01,0,0,0
36,2021-10-01,0,0,0
36,2021-11-01,0,0,0
36,2021-12-01,0,0,0
36,2022-01-01,0,0,0
36,2022-02-01,0,0,0
36,2022-03-01,0,0,0
36,2022-04-01,0,0,0
36,2022-05-01,0,0,0
36,2022-06-01,0,0,0
36,2022-07-01,0,0,0
36,2022-08-01,0,0,0
36,2022-09-01,0,0,0
36,2022-10-01,0,0,0
36,2022-11-01,0,0,0
36,2022-12-01,0,0,0
36,2023-01-01,0,0,0
36,2023-02-01,0,0,0
36,2023-03-01,0,0,0
36,2023-04-01,0,0,0
36,2023-05-01,0,0,0
36,2023-06-01,0,0,0
36,2023-07-01,0,0,0
36,2023-08-01,0,0,0
36,2023-09-01,0,0,0
36,2023-10-01,0,0,0
36,2023-11-01,0,0,0
36,2023-12-01,0,0,0
36,2024-01-01,0,0,0
36,2024-02-01,0,0,0
36,2024-03-01,0,0,0
36,2024-04-01,0,0,0
36,2024-05-01,0,0,0
36,2024-06-01,0,0,0
36,2024-07-01,0,0,0
36,2024-08-01,0,0,0
36,2024-09-01,0,0,0
36,2024-10-01,0,0,0
36,2024-11-01,0,0,0
36,2024-12-01,0,0,0
36,2025-01-01,0,0,0
36,2025-02-01,0,0,0
36,2025-03-01,0,0,0
36,2025-04-01,0,0,0
36,2025-05-01,0,0,0
36,2025-06-01,0,0,0
36,2025-07-01,0,0,0
36,2025-08-01,0,0,0
36,2025-09-01,0,0,0
36,2025-10-01,0,0,0
36,2025-11-01,0,0,0
36,2025-12-01,0,0,0
37,2018-01-01,0,0,0
37,2018-02-01,0,0,0
37,2018-03-01,0,0,0
37,2018-04-01,0,0,0
37,2018-05-01,0,0,0
37,2018-06-01,0,0,0
37,2018-07-01,0,0,0
37,2018-08-01,0,0,0
37,2018-09-01,0,0,0
37,2018-10-01,0,0,0
37,2018-11-01,0,0,0
37,2018-12-01,0,0,0
37,2019-01-01,0,0,0
37,2019-02-01,0,0,0
37,2019-03-01,0,0,0
37,2019-04-01,0,0,0
37,2019-05-01,0,0,0
37,2019-06-01,0,0,0
37,2019-07-01,0,0,0
37,2019-08-01,0,0,0
37,2019-09-01,0,0,0
37,2019-10-01,0,0,0
37,2019-11-01,0,0,0
37,2019-12-01,0,0,0
37,2020-01-01,0,0,0
37,2020-02-01,0,0,0
37,2020-03-01,0,0,0
37,2020-04-01,0,0,0
37,2020-05-01,0,0,0
37,2020-06-01,0,0,0
37,2020-07-01,0,0,0
37,2020-08-01,0,0,0
37,2020-09-01,0,0,0
37,2020-10-01,0,0,0
37,2020-11-01,0,0,0
37,2020-12-01,0,0,0
37,2021-01-01,0,0,0
37,2021-02-01,0,0,0
37,2021-03-01,0,0,0
37,2021-04-01,0,0,0
37,2021-05-01,0,0,0
37,2021-06-01,0,0,0
37,2021-07-01,0,0,0
37,2021-08-01,0,0,0
37,2021-09-01,0,0,0
37,2021-10-01,0,0,0
37,2021-11-01,0,0,0
37,2021-12-01,0,0,0
37,2022-01-01,0,0,0
37,2022-02-01,0,0,0
37,2022-03-01,0,0,0
37,2022-04-01,0,0,0
37,2022-05-01,0,0,0
37,2022-06-01,0,0,0
37,2022-07-01,0,0,0
37,2022-08-01,0,0,0
37,2022-09-01,0,0,0
37,2022-10-01,0,0,0
37,2022-11-01,0,0,0
37,2022-12-01,0,0,0
37,2023-01-01,0,0,0
37,2023-02-01,0,0,0
37,2023-03-01,0,0,0
37,2023-04-01,0,0,0
37,2023-05-01,0,0,0
37,2023-06-01,0,0,0
37,2023-07-01,0,0,0
37,2023-08-01,0,0,0
37,2023-09-01,0,0,0
37,2023-10-01,0,0,0
37,2023-11-01,0,0,0
37,2023-12-01,0,0,0
37,2024-01-01,0,0,0
37,2024-02-01,0,0,0
37,2024-03-01,0,0,0
37,2024-04-01,0,0,0
37,2024-05-01,0,0,0
37,2024-06-01,0,0,0
37,2024-07-01,0,0,0
37,2024-08-01,0,0,0
37,2024-09-01,0,0,0
37,2024-10-01,0,0,0
37,2024-11-01,0,0,0
37,2024-12-01,0,0,0
37,2025-01-01,0,0,0
37,2025-02-01,0,0,0
37,2025-03-01,0,0,0
37,2025-04-01,0,0,0
37,2025-05-01,0,0,0
37,2025-06-01,0,0,0
37,2025-07-01,0,0,0
37,2025-08-01,0,0,0
37,2025-09-01,0,0,0
37,2025-10-01,0,0,0
37,2025-11-01,0,0,0
37,2025-12-01,0,0,0
38,2018-01-01,0,0,0
38,2018-02-01,0,0,0
38,2018-03-01,0,0,0
38,2018-04-01,0,0,0
38,2018-05-01,0,0,0
38,2018-06-01,0,0,0
38,2018-07-01,0,0,0
38,2018-08-01,0,0,0
38,2018-09-01,0,0,0
38,2018-10-01,0,0,0
38,2018-11-01,0,0,0
38,2018-12-01,0,0,0
38,2019-01-01,0,0,0
38,2019-02-01,0,0,0
38,2019-03-01,0,0,0
38,2019-04-01,0,0,0
38,2019-05-01,0,0,0
38,2019-06-01,0,0,0
38,2019-07-01,0,0,0
38,2019-08-01,0,0,0
38,2019-09-01,0,0,0
38,2019-10-01,0,0,0
38,2019-11-01,0,0,0
38,2019-12-01,0,0,0
38,2020-01-01,0,0,0
38,2020-02-01,0,0,0
38,2020-03-01,0,0,0
38,2020-04-01,0,0,0
38,2020-05-01,0,0,0
38,2020-06-01,0,0,0
38,2020-07-01,0,0,0
38,2020-08-01,0,0,0
38,2020-09-01,0,0,0
38,2020-10-01,0,0,0
38,2020-11-01,0,0,0
38,2020-12-01,0,0,0
38,2021-01-01,0,0,0
38,2021-02-01,0,0,0
38,2021-03-01,0,0,0
38,2021-04-01,0,0,0
38,2021-05-01,0,0,0
38,2021-06-01,0,0,0
38,2021-07-01,0,0,0
38,2021-08-01,0,0,0
38,2021-09-01,0,0,0
38,2021-10-01,0,0,0
38,2021-11-01,0,0,0
38,2021-12-01,0,0,0
38,2022-01-01,0,0,0
38,2022-02-01,0,0,0
38,2022-03-01,0,0,0
38,2022-04-01,0,0,0
38,2022-05-01,0,0,0
38,2022-06-01,0,0,0
38,2022-07-01,0,0,0
38,2022-08-01,0,0,0
38,2022-09-01,0,0,0
38,2022-10-01,0,0,0
38,2022-11-01,0,0,0
38,2022-12-01,0,0,0
38,2023-01-01,0,0,0
38,2023-02-01,0,0,0
38,2023-03-01,0,0,0
38,2023-04-01,0,0,0
38,2023-05-01,0,0,0
38,2023-06-01,0,0,0
38,2023-07-01,0,0,0
38,2023-08-01,0,0,0
38,2023-09-01,0,0,0
38,2023-10-01,0,0,0
38,2023-11-01,0,0,0
38,2023-12-01,0,0,0
38,2024-01-01,0,0,0
38,2024-02-01,0,0,0
38,2024-03-01,0,0,0
38,2024-04-01,0,0,0
38,2024-05-01,0,0,0
38,2024-06-01,0,0,0
38,2024-07-01,0,0,0
38,2024-08-01,0,0,0
38,2024-09-01,0,0,0
38,2024-10-01,0,0,0
38,2024-11-01,0,0,0
38,2024-12-01,0,0,0
38,2025-01-01,0,0,0
38,2025-02-01,0,0,0
38,2025-03-01,0,0,0
38,2025-04-01,0,0,0
38,2025-05-01,0,0,0
38,2025-06-01,0,0,0
38,2025-07-01,0,0,0
38,2025-08-01,0,0,0
38,2025-09-01,0,0,0
38,2025-10-01,0,0,0
38,2025-11-01,0,0,0
38,2025-12-01,0,0,0
39,2018-01-01,0,0,0
39,2018-02-01,0,0,0
39,2018-03-01,0,0,0
39,2018-04-01,0,0,0
39,2018-05-01,0,0,0
39,2018-06-01,0,0,0
39,2018-07-01,0,0,0
39,2018-08-01,0,0,0
39,2018-09-01,0,0,0
39,2018-10-01,0,0,0
39,2018-11-01,0,0,0
39,2018-12-01,0,0,0
39,2019-01-01,0,0,0
39,2019-02-01,0,0,0
39,2019-03-01,0,0,0
39,2019-04-01,0,0,0
39,2019-05-01,0,0,0
39,2019-06-01,0,0,0
39,2019-07-01,0,0,0
39,2019-08-01,0,0,0
39,2019-09-01,0,0,0
39,2019-10-01,0,0,0
39,2019-11-01,0,0,0
39,2019-12-01,0,0,0
39,2020-01-01,0,0,0
39,2020-02-01,0,0,0
39,2020-03-01,0,0,0
39,2020-04-01,0,0,0
39,2020-05-01,0,0,0
39,2020-06-01,0,0,0
39,2020-07-01,0,0,0
39,2020-08-01,0,0,0
39,2020-09-01,0,0,0
39,2020-10-01,0,0,0
39,2020-11-01,0,0,0
39,2020-12-01,0,0,0
39,2021-01-01,0,0,0
39,2021-02-01,0,0,0
39,2021-03-01,0,0,0
39,2021-04-01,0,0,0
39,2021-05-01,0,0,0
39,2021-06-01,0,0,0
39,2021-07-01,0,0,0
39,2021-08-01,0,0,0
39,2021-09-01,0,0,0
39,2021-10-01,0,0,0
39,2021-11-01,0,0,0
39,2021-12-01,0,0,0
39,2022-01-01,0,0,0
39,2022-02-01,0,0,0
39,2022-03-01,0,0,0
39,2022-04-01,0,0,0
39,2022-05-01,0,0,0
39,2022-06-01,0,0,0
39,2022-07-01,0,0,0
39,2022-08-01,0,0,0
39,2022-09-01,0,0,0
39,2022-10-01,0,0,0
39,2022-11-01,0,0,0
39,2022-12-01,0,0,0
39,2023-01-01,0,0,0
39,2023-02-01,0,0,0
39,2023-03-01,0,0,0
39,2023-04-01,0,0,0
39,2023-05-01,0,0,0
39,2023-06-01,0,0,0
39,2023-07-01,0,0,0
39,2023-08-01,0,0,0
39,2023-09-01,0,0,0
39,2023-10-01,0,0,0
39,2023-11-01,0,0,0
39,2023-12-01,0,0,0
39,2024-01-01,0,0,0
39,2024-02-01,0,0,0
39,2024-03-01,0,0,0
39,2024-04-01,0,0,0
39,2024-05-01,0,0,0
39,2024-06-01,0,0,0
39,2024-07-01,0,0,0
39,2024-08-01,0,0,0
39,2024-09-01,0,0,0
39,2024-10-01,0,0,0
39,2024-11-01,0,0,0
39,2024-12-01,0,0,0
39,2025-01-01,0,0,0
39,2025-02-01,0,0,0
39,2025-03-01,0,0,0
39,2025-04-01,0,0,0
39,2025-05-01,0,0,0
39,2025-06-01,0,0,0
39,2025-07-01,0,0,0
39,2025-08-01,0,0,0
39,2025-09-01,0,0,0
39,2025-10-01,0,0,0
39,2025-11-01,0,0,0
39,2025-12-01,0,0,0
40,2018-01-01,7,3,10
40,2018-02-01,0,1,1
40,2018-03-01,3,3,6
40,2018-04-01,2,3,5
40,2018-05-01,6,3,9
40,2018-06-01,1,2,3
40,2018-07-01,1,1,2
40,2018-08-01,4,6,10
40,2018-09-01,3,5,8
40,2018-10-01,6,4,10
40,2018-11-01,0,2,2
40,2018-12-01,1,6,7
40,2019-01-01,1,2,3
40,2019-02-01,2,3,5
40,2019-03-01,3,4,7
40,2019-04-01,2,3,5
40,2019-05-01,2,4,6
40,2019-06-01,2,4,6
40,2019-07-01,0,2,2
40,2019-08-01,4,7,11
40,2019-09-01,1,3,4
40,2019-10-01,2,7,9
40,2019-11-01,2,4,6
40,2019-12-01,1,4,5
40,2020-01-01,1,3,4
40,2020-02-01,2,2,4
40,2020-03-01,2,3,5
40,2020-04-01,0,3,3
40,2020-05-01,4,8,12
40,2020-06-01,5,9,14
40,2020-07-01,5,10,15
40,2020-08-01,11,14,25
40,2020-09-01,12,8,20
40,2020-10-01,7,10,17
40,2020-11-01,4,6,10
40,2020-12-01,2,4,6
40,2021-01-01,5,2,7
40,2021-02-01,2,2,4
40,2021-03-01,1,3,4
40,2021-04-01,9,14,23
40,2021-05-01,5,14,19
40,2021-06-01,7,13,20
40,2021-07-01,9,10,19
40,2021-08-01,9,11,20
40,2021-09-01,0,8,8
40,2021-10-01,7,11,18
40,2021-11-01,3,10,13
40,2021-12-01,6,5,11
40,2022-01-01,3,4,7
40,2022-02-01,2,4,6
40,2022-03-01,4,10,14
40,2022-04-01,3,4,7
40,2022-05-01,7,5,12
40,2022-06-01,7,10,17
40,2022-07-01,6,8,14
40,2022-08-01,4,8,12
40,2022-09-01,5,2,7
40,2022-10-01,2,6,8
40,2022-11-01,4,3,7
40,2022-12-01,5,4,9
40,2023-01-01,1,4,5
40,2023-02-01,0,10,10
40,2023-03-01,2,3,5
40,2023-04-01,3,9,12
40,2023-05-01,2,6,8
40,2023-06-01,7,12,19
40,2023-07-01,3,11,14
40,2023-08-01,2,3,5
40,2023-09-01,4,3,7
40,2023-10-01,4,6,10
40,2023-11-01,4,9,13
40,2023-12-01,1,9,10
40,2024-01-01,1,3,4
40,2024-02-01,4,2,6
40,2024-03-01,4,0,4
40,2024-04-01,2,1,3
40,2024-05-01,2,13,15
40,2024-06-01,6,9,15
40,2024-07-01,4,6,10
40,2024-08-01,6,7,13
40,2024-09-01,3,7,10
40,2024-10-01,6,13,19
40,2024-11-01,8,5,13
40,2024-12-01,2,9,11
40,2025-01-01,3,8,11
40,2025-02-01,2,10,12
40,2025-03-01,4,4,8
40,2025-04-01,6,13,19
40,2025-05-01,2,14,16
40,2025-06-01,2,5,7
40,2025-07-01,1,14,15
40,2025-08-01,1,9,10
40,2025-09-01,3,10,13
40,2025-10-01,1,7,8
40,2025-11-01,2,10,12
40,2025-12-01,2,1,3
41,2018-01-01,0,0,0
41,2018-02-01,2,1,3
41,2018-03-01,1,2,3
41,2018-04-01,1,1,2
41,2018-05-01,2,2,4
41,2018-06-01,1,0,1
41,2018-07-01,1,0,1
41,2018-08-01,2,6,8
41,2018-09-01,1,1,2
41,2018-10-01,1,0,1
41,2018-11-01,1,4,5
41,2018-12-01,0,3,3
41,2019-01-01,2,1,3
41,2019-02-01,1,1,2
41,2019-03-01,1,5,6
41,2019-04-01,0,0,0
41,2019-05-01,0,0,0
41,2019-06-01,4,3,7
41,2019-07-01,3,3,6
41,2019-08-01,1,0,1
41,2019-09-01,0,1,1
41,2019-10-01,0,5,5
41,2019-11-01,1,3,4
41,2019-12-01,1,0,1
41,2020-01-01,3,3,6
41,2020-02-01,2,1,3
41,2020-03-01,0,1,1
41,2020-04-01,1,3,4
41,2020-05-01,2,2,4
41,2020-06-01,2,4,6
41,2020-07-01,2,3,5
41,2020-08-01,4,7,11
41,2020-09-01,1,0,1
41,2020-10-01,1,3,4
41,2020-11-01,1,3,4
41,2020-12-01,3,3,6
41,2021-01-01,1,1,2
41,2021-02-01,0,0,0
41,2021-03-01,0,4,4
41,2021-04-01,1,3,4
41,2021-05-01,8,7,15
41,2021-06-01,5,5,10
41,2021-07-01,2,1,3
41,2021-08-01,2,4,6
41,2021-09-01,3,7,10
41,2021-10-01,3,5,8
41,2021-11-01,3,6,9
41,2021-12-01,0,2,2
41,2022-01-01,3,3,6
41,2022-02-01,0,5,5
41,2022-03-01,0,1,1
41,2022-04-01,2,3,5
41,2022-05-01,4,5,9
41,2022-06-01,2,5,7
41,2022-07-01,2,4,6
41,2022-08-01,2,0,2
41,2022-09-01,3,1,4
41,2022-10-01,1,3,4
41,2022-11-01,0,0,0
41,2022-12-01,1,1,2
41,2023-01-01,3,0,3
41,2023-02-01,0,5,5
41,2023-03-01,2,3,5
41,2023-04-01,0,4,4
41,2023-05-01,3,3,6
41,2023-06-01,4,3,7
41,2023-07-01,1,5,6
41,2023-08-01,3,3,6
41,2023-09-01,1,3,4
41,2023-10-01,1,3,4
41,2023-11-01,1,0,1
41,2023-12-01,1,1,2
41,2024-01-01,1,1,2
41,2024-02-01,1,1,2
41,2024-03-01,3,1,4
41,2024-04-01,2,2,4
41,2024-05-01,1,4,5
41,2024-06-01,1,6,7
41,2024-07-01,1,3,4
41,2024-08-01,0,1,1
41,2024-09-01,1,4,5
41,2024-10-01,3,4,7
41,2024-11-01,1,0,1
41,2024-12-01,1,3,4
41,2025-01-01,0,2,2
41,2025-02-01,0,5,5
41,2025-03-01,0,4,4
41,2025-04-01,0,1,1
41,2025-05-01,2,1,3
41,2025-06-01,3,3,6
41,2025-07-01,2,1,3
41,2025-08-01,1,6,7
41,2025-09-01,2,1,3
41,2025-10-01,0,3,3
41,2025-11-01,1,3,4
41,2025-12-01,1,1,2
42,2018-01-01,1,3,4
42,2018-02-01,1,3,4
42,2018-03-01,3,2,5
42,2018-04-01,1,1,2
42,2018-05-01,3,3,6
42,2018-06-01,0,2,2
42,2018-07-01,0,2,2
42,2018-08-01,4,5,9
42,2018-09-01,1,2,3
42,2018-10-01,2,2,4
42,2018-11-01,3,3,6
42,2018-12-01,5,3,8
42,2019-01-01,1,2,3
42,2019-02-01,1,4,5
42,2019-03-01,2,2,4
42,2019-04-01,4,4,8
42,2019-05-01,4,6,10
42,2019-06-01,4,4,8
42,2019-07-01,3,6,9
42,2019-08-01,2,1,3
42,2019-09-01,5,4,9
42,2019-10-01,2,4,6
42,2019-11-01,2,1,3
42,2019-12-01,1,3,4
42,2020-01-01,2,1,3
42,2020-02-01,0,2,2
42,2020-03-01,2,2,4
42,2020-04-01,2,1,3
42,2020-05-01,1,3,4
42,2020-06-01,8,16,24
42,2020-07-01,4,10,14
42,2020-08-01,11,13,24
42,2020-09-01,3,2,5
42,2020-10-01,6,5,11
42,2020-11-01,2,5,7
42,2020-12-01,3,4,7
42,2021-01-01,2,3,5
42,2021-02-01,2,3,5
42,2021-03-01,4,6,10
42,2021-04-01,4,3,7
42,2021-05-01,11,18,29
42,2021-06-01,7,13,20
42,2021-07-01,10,19,29
42,2021-08-01,8,10,18
42,2021-09-01,4,11,15
42,2021-10-01,4,13,17
42,2021-11-01,5,10,15
42,2021-12-01,4,7,11
42,2022-01-01,2,8,10
42,2022-02-01,0,3,3
42,2022-03-01,5,9,14
42,2022-04-01,3,13,16
42,2022-05-01,3,8,11
42,2022-06-01,2,9,11
42,2022-07-01,7,9,16
42,2022-08-01,3,10,13
42,2022-09-01,2,5,7
42,2022-10-01,1,8,9
42,2022-11-01,3,5,8
42,2022-12-01,3,1,4
42,2023-01-01,2,2,4
42,2023-02-01,3,9,12
42,2023-03-01,3,9,12
42,2023-04-01,2,4,6
42,2023-05-01,1,5,6
42,2023-06-01,5,15,20
42,2023-07-01,5,4,9
42,2023-08-01,3,5,8
42,2023-09-01,3,5,8
42,2023-10-01,3,11,14
42,2023-11-01,2,6,8
42,2023-12-01,2,4,6
42,2024-01-01,1,9,10
42,2024-02-01,2,2,4
42,2024-03-01,0,13,13
42,2024-04-01,4,9,13
42,2024-05-01,3,8,11
42,2024-06-01,7,7,14
42,2024-07-01,4,6,10
42,2024-08-01,6,9,15
42,2024-09-01,4,13,17
42,2024-10-01,4,8,12
42,2024-11-01,4,7,11
42,2024-12-01,2,7,9
42,2025-01-01,1,12,13
42,2025-02-01,3,9,12
42,2025-03-01,1,5,6
42,2025-04-01,1,9,10
42,2025-05-01,4,15,19
42,2025-06-01,9,8,17
42,2025-07-01,2,3,5
42,2025-08-01,3,6,9
42,2025-09-01,2,15,17
42,2025-10-01,1,7,8
42,2025-11-01,3,15,18
42,2025-12-01,0,2,2
43,2018-01-01,5,4,9
43,2018-02-01,1,0,1
43,2018-03-01,1,3,4
43,2018-04-01,2,3,5
43,2018-05-01,2,4,6
43,2018-06-01,1,2,3
43,2018-07-01,0,1,1
43,2018-08-01,2,5,7
43,2018-09-01,0,2,2
43,2018-10-01,2,4,6
43,2018-11-01,2,5,7
43,2018-12-01,1,2,3
43,2019-01-01,4,2,6
43,2019-02-01,1,4,5
43,2019-03-01,0,0,0
43,2019-04-01,0,2,2
43,2019-05-01,0,3,3
43,2019-06-01,2,5,7
43,2019-07-01,0,2,2
43,2019-08-01,1,2,3
43,2019-09-01,1,6,7
43,2019-10-01,2,3,5
43,2019-11-01,2,1,3
43,2019-12-01,0,2,2
43,2020-01-01,2,5,7
43,2020-02-01,0,2,2
43,2020-03-01,2,6,8
43,2020-04-01,1,5,6
43,2020-05-01,0,3,3
43,2020-06-01,6,12,18
43,2020-07-01,6,10,16
43,2020-08-01,4,4,8
43,2020-09-01,2,4,6
43,2020-10-01,4,11,15
43,2020-11-01,6,7,13
43,2020-12-01,1,6,7
43,2021-01-01,4,4,8
43,2021-02-01,4,3,7
43,2021-03-01,4,1,5
43,2021-04-01,3,4,7
43,2021-05-01,4,6,10
43,2021-06-01,7,12,19
43,2021-07-01,4,8,12
43,2021-08-01,3,12,15
